,id,url,header,address,area,rooms,bathrooms,garages,amenities,price,condo,crawler,crawled_at,list_add,list_add_1,list_add_2,list_add_3,list_add_4,street,Neiborhood,pr_add_1,pr_add_2,rent,bath_add,bath_num,garage_num,rooms_num
0,2535164685,https://www.vivareal.com.br/imovel/apartamento-2-quartos-palmeiras-de-sao-jose-bairros-sao-jose-dos-campos-com-garagem-72m2-aluguel-RS1300-id-2535164685/,"Apartamento com 2 Quartos para Aluguel, 72m²","Rua Raimundo Barbosa Nogueira, 321 - Palmeiras de São José, São José dos Campos - SP",72,2 Quartos,2 Banheiros,1 Vaga,"Elevador
Condomínio fechado
Espaço gourmet
Playground
Salão de jogos
...",R$ 1.300 /mês,R$ 320,São José dos Campos,2021-10-30 14:34,"['Rua Raimundo Barbosa Nogueira', ' 321 - Palmeiras de São José', ' São José dos Campos - SP']",Rua Raimundo Barbosa Nogueira," Palmeiras de São José, São José dos Campos ","Rua Raimundo Barbosa Nogueira, 321 ", Palmeiras de São José,"Rua Raimundo Barbosa Nogueira, 321 ", Palmeiras de São José, 1.300 /mês,R$ 1.300 , 1.300 ,2 ,2 ,1 ,2 
1,2537801599,https://www.vivareal.com.br/imovel/apartamento-4-quartos-parque-residencial-aquarius-bairros-sao-jose-dos-campos-com-garagem-150m2-aluguel-RS5500-id-2537801599/,"Apartamento com 4 Quartos para Aluguel, 150m²","Rua das Carpas, 70 - Parque Residencial Aquarius, São José dos Campos - SP",150,4 Quartos,4 Banheiros,2 Vagas,"Piscina
Mobiliado
Churrasqueira
Academia
Aceita animais
...",R$ 5.500 /mês,R$ 914,São José dos Campos,2021-10-30 14:34,"['Rua das Carpas', ' 70 - Parque Residencial Aquarius', ' São José dos Campos - SP']",Rua das Carpas," Parque Residencial Aquarius, São José dos Campos ","Rua das Carpas, 70 ", Parque Residencial Aquarius,"Rua das Carpas, 70 ", Parque Residencial Aquarius, 5.500 /mês,R$ 5.500 , 5.500 ,4 ,4 ,2 ,4 
2,2530440590,https://www.vivareal.com.br/imovel/apartamento-2-quartos-jardim-esplanada-bairros-sao-jose-dos-campos-com-garagem-78m2-aluguel-RS2200-id-2530440590/,"Apartamento com 2 Quartos para Aluguel, 78m²","Avenida São João, 221 - Jardim Esplanada, São José dos Campos - SP",78,2 Quartos,2 Banheiros,2 Vagas,"Mobiliado
Elevador
Aceita animais
Varanda gourmet
Salão de festas
...",R$ 2.200 /mês,R$ 597,São José dos Campos,2021-10-30 14:34,"['Avenida São João', ' 221 - Jardim Esplanada', ' São José dos Campos - SP']",Avenida São João," Jardim Esplanada, São José dos Campos ","Avenida São João, 221 ", Jardim Esplanada,"Avenida São João, 221 ", Jardim Esplanada, 2.200 /mês,R$ 2.200 , 2.200 ,2 ,2 ,2 ,2 
3,2531369085,https://www.vivareal.com.br/imovel/apartamento-3-quartos-parque-residencial-aquarius-bairros-sao-jose-dos-campos-com-garagem-75m2-aluguel-RS2300-id-2531369085/,"Apartamento com 3 Quartos para Aluguel, 75m²","Rua Ruivo, 113 - Parque Residencial Aquarius, São José dos Campos - SP",75,3 Quartos,2 Banheiros,1 Vaga,"Piscina
Churrasqueira
Condomínio fechado
Espaço gourmet
Ar-condicionado
...",R$ 2.300 /mês,,São José dos Campos,2021-10-30 14:34,"['Rua Ruivo', ' 113 - Parque Residencial Aquarius', ' São José dos Campos - SP']",Rua Ruivo," Parque Residencial Aquarius, São José dos Campos ","Rua Ruivo, 113 ", Parque Residencial Aquarius,"Rua Ruivo, 113 ", Parque Residencial Aquarius, 2.300 /mês,R$ 2.300 , 2.300 ,2 ,2 ,1 ,3 
4,2538232877,https://www.vivareal.com.br/imovel/apartamento-4-quartos-jardim-esplanada-bairros-sao-jose-dos-campos-com-garagem-118m2-aluguel-RS4500-id-2538232877/,"Apartamento com 4 Quartos para Aluguel, 118m²","Rua Laurent Martins, 479 - Jardim Esplanada, São José dos Campos - SP",118,4 Quartos,2 Banheiros,2 Vagas,"Piscina
Mobiliado
Churrasqueira
Elevador
Condomínio fechado
...",R$ 4.500 /mês,R$ 650,São José dos Campos,2021-10-30 14:34,"['Rua Laurent Martins', ' 479 - Jardim Esplanada', ' São José dos Campos - SP']",Rua Laurent Martins," Jardim Esplanada, São José dos Campos ","Rua Laurent Martins, 479 ", Jardim Esplanada,"Rua Laurent Martins, 479 ", Jardim Esplanada, 4.500 /mês,R$ 4.500 , 4.500 ,2 ,2 ,2 ,4 
5,2539313934,https://www.vivareal.com.br/imovel/apartamento-3-quartos-jardim-aquarius-bairros-sao-jose-dos-campos-com-garagem-76m2-aluguel-RS3000-id-2539313934/,"Apartamento com 3 Quartos para Aluguel, 76m²","Jardim Aquarius, São José dos Campos - SP",76,3 Quartos,2 Banheiros,2 Vagas,"Piscina
Churrasqueira
Varanda
Área de serviço
Playground
...",R$ 3.000 /mês,R$ 355,São José dos Campos,2021-10-30 14:34,"['Jardim Aquarius', ' São José dos Campos - SP']",Jardim Aquarius, SP,"Jardim Aquarius, São José dos Campos ", SP,"Jardim Aquarius, São José dos Campos ",Jardim Aquarius, 3.000 /mês,R$ 3.000 , 3.000 ,2 ,2 ,2 ,3 
6,2538390474,https://www.vivareal.com.br/imovel/apartamento-2-quartos-jardim-aquarius-bairros-sao-jose-dos-campos-com-garagem-67m2-aluguel-RS2500-id-2538390474/,"Apartamento com 2 Quartos para Aluguel, 67m²","Jardim Aquarius, São José dos Campos - SP",67,2 Quartos,2 Banheiros,2 Vagas,"Piscina
Churrasqueira
Jardim
Área de serviço
Playground
...",R$ 2.500 /mês,R$ 380,São José dos Campos,2021-10-30 14:34,"['Jardim Aquarius', ' São José dos Campos - SP']",Jardim Aquarius, SP,"Jardim Aquarius, São José dos Campos ", SP,"Jardim Aquarius, São José dos Campos ",Jardim Aquarius, 2.500 /mês,R$ 2.500 , 2.500 ,2 ,2 ,2 ,2 
7,2539489911,https://www.vivareal.com.br/imovel/apartamento-3-quartos-floradas-de-sao-jose-bairros-sao-jose-dos-campos-com-garagem-78m2-aluguel-RS1900-id-2539489911/,"Apartamento com 3 Quartos para Aluguel, 78m²","Rua da Alegria, 98 - Floradas de São José, São José dos Campos - SP",78,3 Quartos,2 Banheiros,1 Vaga,"Mobiliado
Elevador
Condomínio fechado
Área de serviço
Playground
...",R$ 1.900 /mês,R$ 315,São José dos Campos,2021-10-30 14:34,"['Rua da Alegria', ' 98 - Floradas de São José', ' São José dos Campos - SP']",Rua da Alegria," Floradas de São José, São José dos Campos ","Rua da Alegria, 98 ", Floradas de São José,"Rua da Alegria, 98 ", Floradas de São José, 1.900 /mês,R$ 1.900 , 1.900 ,2 ,2 ,1 ,3 
8,2533984074,https://www.vivareal.com.br/imovel/apartamento-2-quartos-jardim-aquarius-bairros-sao-jose-dos-campos-com-garagem-75m2-aluguel-RS2300-id-2533984074/,"Apartamento com 2 Quartos para Aluguel, 75m²","Avenida Salmão, 150 - Jardim Aquarius, São José dos Campos - SP",75,2 Quartos,1 Banheiro,2 Vagas,"Piscina
Churrasqueira
Elevador
Varanda
Área de serviço
...",R$ 2.300 /mês,R$ 565,São José dos Campos,2021-10-30 14:34,"['Avenida Salmão', ' 150 - Jardim Aquarius', ' São José dos Campos - SP']",Avenida Salmão," Jardim Aquarius, São José dos Campos ","Avenida Salmão, 150 ", Jardim Aquarius,"Avenida Salmão, 150 ", Jardim Aquarius, 2.300 /mês,R$ 2.300 , 2.300 ,1 ,1 ,2 ,2 
9,2537280485,https://www.vivareal.com.br/imovel/apartamento-3-quartos-jardim-aquarius-bairros-sao-jose-dos-campos-com-garagem-85m2-aluguel-RS2000-id-2537280485/,"Apartamento com 3 Quartos para Aluguel, 85m²","Jardim Aquarius, São José dos Campos - SP",85,3 Quartos,2 Banheiros,1 Vaga,"Churrasqueira
Piscina
Armário na cozinha
Sauna
Área de serviço",R$ 2.000 /mês,R$ 467,São José dos Campos,2021-10-30 14:34,"['Jardim Aquarius', ' São José dos Campos - SP']",Jardim Aquarius, SP,"Jardim Aquarius, São José dos Campos ", SP,"Jardim Aquarius, São José dos Campos ",Jardim Aquarius, 2.000 /mês,R$ 2.000 , 2.000 ,2 ,2 ,1 ,3 
10,2538550780,https://www.vivareal.com.br/imovel/apartamento-2-quartos-jardim-aquarius-bairros-sao-jose-dos-campos-com-garagem-74m2-aluguel-RS2700-id-2538550780/,"Apartamento com 2 Quartos para Aluguel, 74m²","Rua dos Piquiroes, 121 - Jardim Aquarius, São José dos Campos - SP",74,2 Quartos,2 Banheiros,2 Vagas,"Piscina
Churrasqueira
Elevador
Varanda
Ar-condicionado
...",R$ 2.700 /mês,R$ 530,São José dos Campos,2021-10-30 14:34,"['Rua dos Piquiroes', ' 121 - Jardim Aquarius', ' São José dos Campos - SP']",Rua dos Piquiroes," Jardim Aquarius, São José dos Campos ","Rua dos Piquiroes, 121 ", Jardim Aquarius,"Rua dos Piquiroes, 121 ", Jardim Aquarius, 2.700 /mês,R$ 2.700 , 2.700 ,2 ,2 ,2 ,2 
11,2531099962,https://www.vivareal.com.br/imovel/apartamento-1-quartos-jardim-aquarius-bairros-sao-jose-dos-campos-com-garagem-40m2-aluguel-RS1800-id-2531099962/,"Apartamento com Quarto para Aluguel, 40m²","Jardim Aquarius, São José dos Campos - SP",40,1 Quarto,1 Banheiro,1 Vaga,"Piscina
Churrasqueira
Ar-condicionado
Armário na cozinha
Interfone
...",R$ 1.800 /mês,R$ 350,São José dos Campos,2021-10-30 14:34,"['Jardim Aquarius', ' São José dos Campos - SP']",Jardim Aquarius, SP,"Jardim Aquarius, São José dos Campos ", SP,"Jardim Aquarius, São José dos Campos ",Jardim Aquarius, 1.800 /mês,R$ 1.800 , 1.800 ,1 ,1 ,1 ,1 
12,2537124981,https://www.vivareal.com.br/imovel/apartamento-3-quartos-jardim-nova-america-bairros-sao-jose-dos-campos-com-garagem-65m2-aluguel-RS2000-id-2537124981/,"Apartamento com 3 Quartos para Aluguel, 65m²","Jardim Nova América, São José dos Campos - SP",65,3 Quartos,2 Banheiros,2 Vagas,,R$ 2.000 /mês,R$ 490,São José dos Campos,2021-10-30 14:34,"['Jardim Nova América', ' São José dos Campos - SP']",Jardim Nova América, SP,"Jardim Nova América, São José dos Campos ", SP,"Jardim Nova América, São José dos Campos ",Jardim Nova América, 2.000 /mês,R$ 2.000 , 2.000 ,2 ,2 ,2 ,3 
13,2539267237,https://www.vivareal.com.br/imovel/apartamento-2-quartos-urbanova-bairros-sao-jose-dos-campos-com-garagem-65m2-aluguel-RS1700-id-2539267237/,"Apartamento com 2 Quartos para Aluguel, 65m²","Rua Milton Martins - Urbanova, São José dos Campos - SP",65,2 Quartos,2 Banheiros,2 Vagas,"Churrasqueira
Piscina
Playground
Salão de festas
Varanda",R$ 1.700 /mês,R$ 490,São José dos Campos,2021-10-30 14:34,"['Rua Milton Martins - Urbanova', ' São José dos Campos - SP']",Rua Milton Martins - Urbanova," Urbanova, São José dos Campos ",Rua Milton Martins , Urbanova,Rua Milton Martins , Urbanova, 1.700 /mês,R$ 1.700 , 1.700 ,2 ,2 ,2 ,2 
14,2539117282,https://www.vivareal.com.br/imovel/apartamento-4-quartos-parque-residencial-aquarius-bairros-sao-jose-dos-campos-com-garagem-120m2-aluguel-RS3700-id-2539117282/,"Apartamento com 4 Quartos para Aluguel, 120m²","Parque Residencial Aquarius, São José dos Campos - SP",120,4 Quartos,3 Banheiros,3 Vagas,"Piscina
Churrasqueira
Academia
Playground
Varanda gourmet
...",R$ 3.700 /mês,R$ 608,São José dos Campos,2021-10-30 14:34,"['Parque Residencial Aquarius', ' São José dos Campos - SP']",Parque Residencial Aquarius, SP,"Parque Residencial Aquarius, São José dos Campos ", SP,"Parque Residencial Aquarius, São José dos Campos ",Parque Residencial Aquarius, 3.700 /mês,R$ 3.700 , 3.700 ,3 ,3 ,3 ,4 
15,2538386970,https://www.vivareal.com.br/imovel/apartamento-4-quartos-jardim-esplanada-bairros-sao-jose-dos-campos-com-garagem-118m2-aluguel-RS4500-id-2538386970/,"Apartamento com 4 Quartos para Aluguel, 118m²","Jardim Esplanada, São José dos Campos - SP",118,4 Quartos,2 Banheiros,2 Vagas,"Piscina
Churrasqueira
Área de serviço
Armário na cozinha
Interfone
...",R$ 4.500 /mês,R$ 650,São José dos Campos,2021-10-30 14:34,"['Jardim Esplanada', ' São José dos Campos - SP']",Jardim Esplanada, SP,"Jardim Esplanada, São José dos Campos ", SP,"Jardim Esplanada, São José dos Campos ",Jardim Esplanada, 4.500 /mês,R$ 4.500 , 4.500 ,2 ,2 ,2 ,4 
16,2534752675,https://www.vivareal.com.br/imovel/apartamento-2-quartos-vila-zizinha-bairros-sao-jose-dos-campos-com-garagem-55m2-aluguel-RS750-id-2534752675/,"Apartamento com 2 Quartos para Aluguel, 55m²","Rua Kenkiti Shimomoto, 100 - Vila Zizinha, São José dos Campos - SP",55,2 Quartos,1 Banheiro,1 Vaga,"Piscina
Playground
Salão de festas
Portaria 24h",R$ 750 /mês,R$ 500,São José dos Campos,2021-10-30 14:34,"['Rua Kenkiti Shimomoto', ' 100 - Vila Zizinha', ' São José dos Campos - SP']",Rua Kenkiti Shimomoto," Vila Zizinha, São José dos Campos ","Rua Kenkiti Shimomoto, 100 ", Vila Zizinha,"Rua Kenkiti Shimomoto, 100 ", Vila Zizinha, 750 /mês,R$ 750 , 750 ,1 ,1 ,1 ,2 
17,2533411494,https://www.vivareal.com.br/imovel/apartamento-3-quartos-jardim-aquarius-bairros-sao-jose-dos-campos-com-garagem-90m2-venda-RS595000-id-2533411494/,Apartamento com 3 Quartos para Venda/Aluguel 90m²,"Rua do Aruana - Jardim Aquarius, São José dos Campos - SP",90,3 Quartos,3 Banheiros,2 Vagas,,"R$ 2.500 /mês
R$ 595.000",R$ 690,São José dos Campos,2021-10-30 14:34,"['Rua do Aruana - Jardim Aquarius', ' São José dos Campos - SP']",Rua do Aruana - Jardim Aquarius," Jardim Aquarius, São José dos Campos ",Rua do Aruana , Jardim Aquarius,Rua do Aruana , Jardim Aquarius," 2.500 /mês
 595.000",R$ 2.500 , 2.500 ,3 ,3 ,2 ,3 
18,2538051930,https://www.vivareal.com.br/imovel/apartamento-2-quartos-jardim-das-industrias-bairros-sao-jose-dos-campos-com-garagem-48m2-aluguel-RS1250-id-2538051930/,"Apartamento com 2 Quartos para Aluguel, 48m²","Jardim das Indústrias, São José dos Campos - SP",48,2 Quartos,2 Banheiros,1 Vaga,"Churrasqueira
Área de serviço",R$ 1.250 /mês,R$ 230,São José dos Campos,2021-10-30 14:34,"['Jardim das Indústrias', ' São José dos Campos - SP']",Jardim das Indústrias, SP,"Jardim das Indústrias, São José dos Campos ", SP,"Jardim das Indústrias, São José dos Campos ",Jardim das Indústrias, 1.250 /mês,R$ 1.250 , 1.250 ,2 ,2 ,1 ,2 
19,2536389098,https://www.vivareal.com.br/imovel/apartamento-4-quartos-vila-adyana-bairros-sao-jose-dos-campos-com-garagem-296m2-aluguel-RS3300-id-2536389098/,"Apartamento com 4 Quartos para Aluguel, 296m²","Rua Marcondes Salgado - Vila Adyana, São José dos Campos - SP",296,4 Quartos,3 Banheiros,4 Vagas,"Mobiliado
Churrasqueira
Condomínio fechado
Academia
Aceita animais
...",R$ 3.300 /mês,R$ 1.800,São José dos Campos,2021-10-30 14:34,"['Rua Marcondes Salgado - Vila Adyana', ' São José dos Campos - SP']",Rua Marcondes Salgado - Vila Adyana," Vila Adyana, São José dos Campos ",Rua Marcondes Salgado , Vila Adyana,Rua Marcondes Salgado , Vila Adyana, 3.300 /mês,R$ 3.300 , 3.300 ,3 ,3 ,4 ,4 
20,2538629478,https://www.vivareal.com.br/imovel/apartamento-2-quartos-jardim-apolo-sudeste-sao-jose-dos-campos-com-garagem-62m2-aluguel-RS1600-id-2538629478/,"Apartamento com 2 Quartos para Aluguel, 62m²","Avenida Nove de Julho - Jardim Apolo, São José dos Campos - SP",62,2 Quartos,1 Banheiro,1 Vaga,"Elevador
Portaria 24h
Mobiliado",R$ 1.600 /mês,R$ 380,São José dos Campos,2021-10-30 14:34,"['Avenida Nove de Julho - Jardim Apolo', ' São José dos Campos - SP']",Avenida Nove de Julho - Jardim Apolo," Jardim Apolo, São José dos Campos ",Avenida Nove de Julho , Jardim Apolo,Avenida Nove de Julho , Jardim Apolo, 1.600 /mês,R$ 1.600 , 1.600 ,1 ,1 ,1 ,2 
21,2523157963,https://www.vivareal.com.br/imovel/apartamento-2-quartos-vila-zizinha-bairros-sao-jose-dos-campos-com-garagem-54m2-venda-RS190000-id-2523157963/,Apartamento com 2 Quartos para Venda/Aluguel 54m²,"Rua Kenkiti Shimomoto - Vila Zizinha, São José dos Campos - SP",54,2 Quartos,1 Banheiro,1 Vaga,,"R$ 650 /mês
R$ 190.000",R$ 370,São José dos Campos,2021-10-30 14:34,"['Rua Kenkiti Shimomoto - Vila Zizinha', ' São José dos Campos - SP']",Rua Kenkiti Shimomoto - Vila Zizinha," Vila Zizinha, São José dos Campos ",Rua Kenkiti Shimomoto , Vila Zizinha,Rua Kenkiti Shimomoto , Vila Zizinha," 650 /mês
 190.000",R$ 650 , 650 ,1 ,1 ,1 ,2 
22,2534647979,https://www.vivareal.com.br/imovel/apartamento-2-quartos-jardim-das-colinas-bairros-sao-jose-dos-campos-com-garagem-70m2-aluguel-RS2500-id-2534647979/,"Apartamento com 2 Quartos para Aluguel, 70m²","Avenida Doutor Eduardo Cury, 150 - Jardim das Colinas, São José dos Campos - SP",70,2 Quartos,2 Banheiros,1 Vaga,"Mobiliado
Elevador
Aceita animais
Salão de festas
Portaria 24h
...",R$ 2.500 /mês,R$ 285,São José dos Campos,2021-10-30 14:34,"['Avenida Doutor Eduardo Cury', ' 150 - Jardim das Colinas', ' São José dos Campos - SP']",Avenida Doutor Eduardo Cury," Jardim das Colinas, São José dos Campos ","Avenida Doutor Eduardo Cury, 150 ", Jardim das Colinas,"Avenida Doutor Eduardo Cury, 150 ", Jardim das Colinas, 2.500 /mês,R$ 2.500 , 2.500 ,2 ,2 ,1 ,2 
23,2538908309,https://www.vivareal.com.br/imovel/apartamento-2-quartos-jardim-ismenia-bairros-sao-jose-dos-campos-com-garagem-45m2-aluguel-RS1390-id-2538908309/,"Apartamento com 2 Quartos para Aluguel, 45m²","Rua Charles Diamond, 110 - Jardim Ismenia, São José dos Campos - SP",45,2 Quartos,1 Banheiro,1 Vaga,"Piscina
Churrasqueira
Elevador
Condomínio fechado
Academia
...",R$ 1.390 /mês,R$ 229,São José dos Campos,2021-10-30 14:34,"['Rua Charles Diamond', ' 110 - Jardim Ismenia', ' São José dos Campos - SP']",Rua Charles Diamond," Jardim Ismenia, São José dos Campos ","Rua Charles Diamond, 110 ", Jardim Ismenia,"Rua Charles Diamond, 110 ", Jardim Ismenia, 1.390 /mês,R$ 1.390 , 1.390 ,1 ,1 ,1 ,2 
24,2510851425,https://www.vivareal.com.br/imovel/apartamento-1-quartos-jardim-aquarius-bairros-sao-jose-dos-campos-com-garagem-37m2-aluguel-RS1980-id-2510851425/,"Apartamento com Quarto para Aluguel, 37m²","Jardim Aquarius, São José dos Campos - SP",37,1 Quarto,1 Banheiro,1 Vaga,"Piscina
Mobiliado
Churrasqueira
Elevador
Varanda
...",R$ 1.980 /mês,R$ 270,São José dos Campos,2021-10-30 14:34,"['Jardim Aquarius', ' São José dos Campos - SP']",Jardim Aquarius, SP,"Jardim Aquarius, São José dos Campos ", SP,"Jardim Aquarius, São José dos Campos ",Jardim Aquarius, 1.980 /mês,R$ 1.980 , 1.980 ,1 ,1 ,1 ,1 
25,2538628103,https://www.vivareal.com.br/imovel/apartamento-2-quartos-jardim-uira-bairros-sao-jose-dos-campos-com-garagem-67m2-aluguel-RS1750-id-2538628103/,"Apartamento com 2 Quartos para Aluguel, 67m²","Rua das Tuíras - Jardim Uira, São José dos Campos - SP",67,2 Quartos,2 Banheiros,1 Vaga,"Mobiliado
Churrasqueira
Elevador
Condomínio fechado
Academia
...",R$ 1.750 /mês,R$ 250,São José dos Campos,2021-10-30 14:34,"['Rua das Tuíras - Jardim Uira', ' São José dos Campos - SP']",Rua das Tuíras - Jardim Uira," Jardim Uira, São José dos Campos ",Rua das Tuíras , Jardim Uira,Rua das Tuíras , Jardim Uira, 1.750 /mês,R$ 1.750 , 1.750 ,2 ,2 ,1 ,2 
26,2538868232,https://www.vivareal.com.br/imovel/apartamento-3-quartos-jardim-esplanada-bairros-sao-jose-dos-campos-com-garagem-125m2-aluguel-RS3500-id-2538868232/,"Apartamento com 3 Quartos para Aluguel, 125m²","Avenida São João - Jardim Esplanada, São José dos Campos - SP",125,3 Quartos,4 Banheiros,2 Vagas,"Piscina
Churrasqueira
Elevador
Varanda
Academia
...",R$ 3.500 /mês,R$ 730,São José dos Campos,2021-10-30 14:34,"['Avenida São João - Jardim Esplanada', ' São José dos Campos - SP']",Avenida São João - Jardim Esplanada," Jardim Esplanada, São José dos Campos ",Avenida São João , Jardim Esplanada,Avenida São João , Jardim Esplanada, 3.500 /mês,R$ 3.500 , 3.500 ,4 ,4 ,2 ,3 
27,2539294871,https://www.vivareal.com.br/imovel/apartamento-2-quartos-jardim-das-industrias-bairros-sao-jose-dos-campos-com-garagem-75m2-aluguel-RS2570-id-2539294871/,"Apartamento com 2 Quartos para Aluguel, 75m²","Rua Emílio Marelo, 100 - Jardim das Indústrias, São José dos Campos - SP",75,2 Quartos,1 Banheiro,2 Vagas,"Piscina
Churrasqueira
Elevador
Condomínio fechado
Varanda
...",R$ 2.570 /mês,R$ 380,São José dos Campos,2021-10-30 14:34,"['Rua Emílio Marelo', ' 100 - Jardim das Indústrias', ' São José dos Campos - SP']",Rua Emílio Marelo," Jardim das Indústrias, São José dos Campos ","Rua Emílio Marelo, 100 ", Jardim das Indústrias,"Rua Emílio Marelo, 100 ", Jardim das Indústrias, 2.570 /mês,R$ 2.570 , 2.570 ,1 ,1 ,2 ,2 
28,2537164962,https://www.vivareal.com.br/imovel/apartamento-3-quartos-vila-ema-bairros-sao-jose-dos-campos-com-garagem-147m2-aluguel-RS6200-id-2537164962/,"Apartamento com 3 Quartos para Aluguel, 147m²","Vila Ema, São José dos Campos - SP",147,3 Quartos,4 Banheiros,2 Vagas,"Piscina
Mobiliado
Churrasqueira
Varanda
Quintal
...",R$ 6.200 /mês,R$ 835,São José dos Campos,2021-10-30 14:34,"['Vila Ema', ' São José dos Campos - SP']",Vila Ema, SP,"Vila Ema, São José dos Campos ", SP,"Vila Ema, São José dos Campos ",Vila Ema, 6.200 /mês,R$ 6.200 , 6.200 ,4 ,4 ,2 ,3 
29,2539211844,https://www.vivareal.com.br/imovel/apartamento-3-quartos-jardim-satelite-bairros-sao-jose-dos-campos-com-garagem-56m2-aluguel-RS1370-id-2539211844/,"Apartamento com 3 Quartos para Aluguel, 56m²","Jardim Satélite, São José dos Campos - SP",56,3 Quartos,1 Banheiro,1 Vaga,"Cozinha
Área de serviço",R$ 1.370 /mês,R$ 292,São José dos Campos,2021-10-30 14:34,"['Jardim Satélite', ' São José dos Campos - SP']",Jardim Satélite, SP,"Jardim Satélite, São José dos Campos ", SP,"Jardim Satélite, São José dos Campos ",Jardim Satélite, 1.370 /mês,R$ 1.370 , 1.370 ,1 ,1 ,1 ,3 
30,2532705713,https://www.vivareal.com.br/imovel/apartamento-2-quartos-parque-residencial-aquarius-bairros-sao-jose-dos-campos-71m2-aluguel-RS2800-id-2532705713/,"Apartamento com 2 Quartos para Aluguel, 71m²","Parque Residencial Aquarius, São José dos Campos - SP",71,2 Quartos,2 Banheiros,-- Vaga,"Piscina
Churrasqueira
Aceita animais
Playground
Varanda gourmet
...",R$ 2.800 /mês,R$ 540,São José dos Campos,2021-10-30 14:34,"['Parque Residencial Aquarius', ' São José dos Campos - SP']",Parque Residencial Aquarius, SP,"Parque Residencial Aquarius, São José dos Campos ", SP,"Parque Residencial Aquarius, São José dos Campos ",Parque Residencial Aquarius, 2.800 /mês,R$ 2.800 , 2.800 ,2 ,2 ,-- ,2 
31,2536281278,https://www.vivareal.com.br/imovel/apartamento-1-quartos-jardim-oswaldo-cruz-bairros-sao-jose-dos-campos-com-garagem-38m2-aluguel-RS1600-id-2536281278/,"Apartamento com Quarto para Aluguel, 38m²","Rua República do Iraque, 80 - Jardim Oswaldo Cruz, São José dos Campos - SP",38,1 Quarto,1 Banheiro,1 Vaga,"Piscina
Mobiliado
Churrasqueira
Condomínio fechado
Academia
...",R$ 1.600 /mês,R$ 250,São José dos Campos,2021-10-30 14:34,"['Rua República do Iraque', ' 80 - Jardim Oswaldo Cruz', ' São José dos Campos - SP']",Rua República do Iraque," Jardim Oswaldo Cruz, São José dos Campos ","Rua República do Iraque, 80 ", Jardim Oswaldo Cruz,"Rua República do Iraque, 80 ", Jardim Oswaldo Cruz, 1.600 /mês,R$ 1.600 , 1.600 ,1 ,1 ,1 ,1 
32,2519907207,https://www.vivareal.com.br/imovel/apartamento-2-quartos-jardim-aquarius-bairros-sao-jose-dos-campos-com-garagem-50m2-venda-RS640000-id-2519907207/,Apartamento com 2 Quartos para Venda/Aluguel 50m²,"Jardim Aquarius, São José dos Campos - SP",50,2 Quartos,2 Banheiros,2 Vagas,"Churrasqueira
Piscina
Interfone
Armário na cozinha
Área de serviço","R$ 2.700 /mês
R$ 640.000",R$ 573,São José dos Campos,2021-10-30 14:34,"['Jardim Aquarius', ' São José dos Campos - SP']",Jardim Aquarius, SP,"Jardim Aquarius, São José dos Campos ", SP,"Jardim Aquarius, São José dos Campos ",Jardim Aquarius," 2.700 /mês
 640.000",R$ 2.700 , 2.700 ,2 ,2 ,2 ,2 
33,2539383733,https://www.vivareal.com.br/imovel/apartamento-2-quartos-parque-residencial-flamboyant-bairros-sao-jose-dos-campos-com-garagem-60m2-aluguel-RS1500-id-2539383733/,"Apartamento com 2 Quartos para Aluguel, 60m²","Rua Sandro Bezerra da Silva - Parque Residencial Flamboyant, São José dos Campos - SP",60,2 Quartos,2 Banheiros,1 Vaga,"Piscina
Churrasqueira
Elevador
Condomínio fechado
Academia
...",R$ 1.500 /mês,R$ 390,São José dos Campos,2021-10-30 14:34,"['Rua Sandro Bezerra da Silva - Parque Residencial Flamboyant', ' São José dos Campos - SP']",Rua Sandro Bezerra da Silva - Parque Residencial Flamboyant," Parque Residencial Flamboyant, São José dos Campos ",Rua Sandro Bezerra da Silva , Parque Residencial Flamboyant,Rua Sandro Bezerra da Silva , Parque Residencial Flamboyant, 1.500 /mês,R$ 1.500 , 1.500 ,2 ,2 ,1 ,2 
34,2525184630,https://www.vivareal.com.br/imovel/apartamento-1-quartos-centro-bairros-sao-jose-dos-campos-com-garagem-30m2-aluguel-RS1200-id-2525184630/,"Apartamento com Quarto para Aluguel, 30m²","Centro, São José dos Campos - SP",30,1 Quarto,1 Banheiro,1 Vaga,"Cozinha
Elevador
Interfone
Mobiliado
Área de serviço",R$ 1.200 /mês,R$ 375,São José dos Campos,2021-10-30 14:34,"['Centro', ' São José dos Campos - SP']",Centro, SP,"Centro, São José dos Campos ", SP,"Centro, São José dos Campos ",Centro, 1.200 /mês,R$ 1.200 , 1.200 ,1 ,1 ,1 ,1 
